Word;Documents
SPECIFICITY;['00150', '00175', '00225', '00236', '00405', '00447', '00525', '00635', '00726', '00849', '00877', '01014', '01176', '01193']
BRUSHBORDER;['00723', '00723', '01200']
GLYCOGENESIS;['00545']
COMPLETE;['00086', '00181', '00197', '00210', '00263', '00272', '00290', '00333', '00509', '00902', '00943', '00951', '00996', '01092', '01153']
ANALYZER;['00393', '00418']
GROWTH;['00045', '00086', '00086', '00089', '00089', '00089', '00089', '00143', '00165', '00180', '00181', '00181', '00185', '00185', '00212', '00212', '00212', '00220', '00243', '00260', '00270', '00272', '00272', '00272', '00272', '00301', '00312', '00314', '00336', '00336', '00355', '00406', '00443', '00450', '00453', '00453', '00458', '00523', '00550', '00550', '00550', '00559', '00567', '00568', '00576', '00576', '00576', '00582', '00582', '00582', '00643', '00648', '00667', '00667', '00691', '00718', '00734', '00743', '00743', '00743', '00743', '00813', '00813', '00813', '00823', '00836', '00836', '00848', '00890', '00933', '00953', '00953', '00992', '01004', '01004', '01029', '01030', '01038', '01038', '01080', '01115', '01155']
DEPARTEMENT;['00855']
BRONCHIOLES;['00511', '00980']
ALERT;['00774']
MONOXIDE;['01046']
QUALITATIVE;['00052', '00085', '00141', '00169', '00234', '00335', '00424', '00498', '00501', '00835', '01004', '01016', '01202']
SWEATELECTROLYTE;['00716', '00920', '00927', '01183', '01183']
SUBMAXILLARY;['00053', '00139', '00309', '00311', '00742', '00742', '00742', '00742', '00853', '00854', '00955', '01199', '01199', '01199']
ACCOUNTING;['00202', '00522']
GLUTENINDUCED;['00221', '00299', '00466', '00466']
MUCOCELE;['00893', '00893']
METHOD;['00002', '00003', '00003', '00004', '00004', '00022', '00028', '00031', '00035', '00048', '00065', '00079', '00079', '00079', '00083', '00087', '00087', '00087', '00112', '00122', '00146', '00150', '00158', '00158', '00209', '00219', '00232', '00233', '00233', '00234', '00234', '00245', '00263', '00268', '00270', '00280', '00294', '00305', '00313', '00392', '00393', '00403', '00404', '00404', '00408', '00408', '00408', '00417', '00417', '00417', '00429', '00462', '00462', '00462', '00482', '00486', '00494', '00503', '00534', '00534', '00535', '00578', '00584', '00584', '00600', '00610', '00635', '00635', '00635', '00641', '00653', '00666', '00677', '00683', '00698', '00698', '00699', '00701', '00706', '00707', '00717', '00736', '00740', '00740', '00744', '00744', '00746', '00746', '00773', '00773', '00773', '00773', '00785', '00795', '00795', '00795', '00795', '00795', '00795', '00795', '00795', '00795', '00818', '00824', '00831', '00846', '00849', '00849', '00852', '00868', '00868', '00869', '00877', '00907', '00930', '00930', '00937', '00946', '00949', '00950', '00950', '00962', '00978', '00989', '00996', '00996', '01014', '01028', '01042', '01051', '01066', '01131', '01153', '01167', '01174', '01191', '01193', '01193', '01204', '01205']
ORGANISATION;['00334']
HOMOGENEOUS;['00040', '00629', '00805', '00866']
STARTING;['00776', '01221']
FINDINGS;['00012', '00019', '00026', '00037', '00059', '00062', '00063', '00064', '00068', '00074', '00077', '00091', '00096', '00098', '00102', '00125', '00137', '00147', '00156', '00160', '00163', '00169', '00173', '00216', '00217', '00242', '00250', '00268', '00305', '00307', '00322', '00333', '00340', '00348', '00350', '00350', '00362', '00362', '00369', '00370', '00378', '00386', '00386', '00420', '00429', '00430', '00447', '00455', '00470', '00476', '00479', '00481', '00483', '00504', '00509', '00519', '00533', '00559', '00563', '00598', '00613', '00622', '00658', '00658', '00669', '00670', '00680', '00697', '00720', '00726', '00728', '00742', '00758', '00766', '00770', '00784', '00790', '00840', '00870', '00873', '00890', '00892', '00899', '00913', '00917', '00955', '00973', '00980', '01005', '01035', '01067', '01073', '01084', '01105', '01116', '01125', '01126', '01140', '01146', '01151', '01156', '01167', '01197', '01200', '01204', '01233']
SWITZERLAND;['00870']
RESOLVED;['00057', '00141', '00141', '00190', '00375', '00375', '00740', '00746', '00797']
DUCT;['00066', '00066', '00209', '00314', '00314', '00474', '00745', '00832', '00900', '00900', '00978', '01002', '01121', '01121', '01121', '01121']
ANGIOCARDIOGRAPHY;['01041']
ECHOCARDIOGRAPHIC;['00519', '00519', '00587', '01043']
DISPERSION;['00172', '00674']
INTERPRETATIONS;['00919']
PREINCUBATION;['00085', '01053']
HETEROGENEOUS;['00346', '00346', '00664']
COOMASSIE;['00520']
CYANOSIS;['00348']
PROFESSIONALS;['00559', '00730', '00734', '00999', '00999']
ABSORBED;['00070', '00097', '00676', '00708', '00709', '00815', '00899', '01103', '01115']
IRANIAN;['00836', '00880']
SOUND;['01083', '01235']
VISUALIZATION;['00014', '00360', '00364', '00364']
WHITENESS;['00039']
OBSCURATION;['00947']
SCOPE;['00056', '00077', '00508']
FREEZETHAWING;['00114']
SURVIVAL;['00148', '00213', '00213', '00258', '00258', '00258', '00258', '00258', '00258', '00258', '00332', '00354', '00354', '00438', '00655', '00661', '00661', '00661', '00661', '00661', '00661', '00661', '00676', '00676', '00732', '00765', '00766', '00766', '00783', '00804', '00804', '00824', '00842', '00910', '00942', '00945', '00952', '00971', '00971', '01093', '01107', '01147', '01195']
HORNY;['00119']
POISONS;['00652']
PSEUDOMONASASSOCIATED;['00753']
SOAKING;['00103', '00116']
KERN;['00658', '00658']
CORD;['00071', '00071', '00071', '00071', '00071', '00267', '00267', '00267', '00701', '00782', '01085']
SUSPENSION;['00018', '00320', '00745', '01145']
EVOKE;['00164']
POOR;['00048', '00070', '00181', '00185', '00278', '00346', '00383', '00414', '00550', '00592', '00661', '00661', '00761', '00778', '00778', '00778', '00778', '00778', '00842', '00879', '00904', '00983', '00985', '01009', '01085']
COMPLEX;['00056', '00097', '00098', '00098', '00098', '00098', '00215', '00312', '00312', '00312', '00331', '00367', '00391', '00432', '00442', '00450', '00516', '00516', '00516', '00539', '00588', '00614', '00614', '00640', '00640', '00640', '00640', '00640', '00675', '00694', '00702', '00723', '00730', '00790', '00790', '00861', '00868', '00936', '00988', '01004', '01004', '01031', '01171', '01222']
MANNITOL;['00887']
CLIMATES;['01219']
DEAMIDATION;['00412', '00412', '00654', '00654']
ELECTROLYTIC;['00406']
DISCIPLINE;['00389']
MCCARTHY;['00895']
OVERWEIGHT;['01000']
CLEARANCE;['00050', '00196', '00196', '00196', '00196', '00224', '00432', '00481', '00501', '00501', '00502', '00502', '00502', '00502', '00502', '00505', '00601', '00680', '00680', '00680', '00685', '00686', '00686', '00686', '00745', '00745', '00745', '00754', '00754', '00754', '00754', '00875', '00969', '00969', '00969', '00969', '00969', '01021', '01079', '01092', '01149', '01181', '01181']
RETINOL;['00165', '00165', '00165', '00165', '00165', '00794', '00794', '00794']
OVERLY;['00773']
NURSES;['00299', '00315', '01093']
NACLREABSORPTION;['00864']
DIETRELATED;['00286']
PLUG;['00796', '00798', '00909', '00991']
PHOSPHOHYDROLASE;['00960']
RELATIVE;['00023', '00024', '00045', '00069', '00077', '00079', '00081', '00098', '00155', '00177', '00177', '00177', '00319', '00375', '00416', '00527', '00530', '00534', '00536', '00536', '00575', '00610', '00645', '00646', '00664', '00733', '00780', '00783', '00805', '00867', '00868', '00877', '00877', '00886', '01107', '01136', '01139', '01174', '01207', '01207', '01222', '01236']
SALTS;['01016', '01016', '01016', '01016', '01016']
TECHNIQUES;['00014', '00014', '00014', '00014', '00067', '00081', '00112', '00151', '00151', '00171', '00224', '00224', '00258', '00333', '00371', '00386', '00435', '00439', '00515', '00529', '00529', '00530', '00534', '00545', '00565', '00597', '00622', '00630', '00634', '00653', '00710', '00739', '00746', '00746', '00746', '00746', '00774', '00843', '00843', '00879', '01004', '01041', '01041', '01138', '01193']
LETHAL;['00104', '00308', '00308', '00370', '00392', '00431', '00503', '00627', '00822', '00849', '00875', '00881', '00882', '00944', '01114', '01144', '01156', '01201']
INHIBITION;['00018', '00018', '00137', '00137', '00137', '00141', '00201', '00201', '00201', '00281', '00394', '00397', '00397', '00501', '00523', '00532', '00535', '00535', '00535', '00563', '00563', '00563', '00564', '00571', '00640', '00646', '00646', '00655', '00675', '00685', '00743', '00847', '00950', '00950', '00953', '00953', '00953', '00953', '00956', '01103', '01199', '01199', '01199', '01200', '01200', '01200', '01203', '01203', '01203', '01222', '01236']
GOITER;['00163', '00163', '00163', '00295', '00295', '00295', '00295', '00508', '00508', '00906']
MUTANT;['00072', '00215', '00570', '00570', '00745', '00745', '01160', '01204', '01222']
PROVIDERS;['00734']
SLIDE;['00346', '00706', '00706', '00989']
DELIVERY;['00071', '00093', '00714', '00751']
THEOPHYLINE;['00786']
FLUORESCENT;['00257', '00257', '00257', '01175']
POTASSIUMACTIVATED;['00636']
CHICH;['00888']
IGGRF;['00989']
MONOPHOSPHATE;['00575', '00848', '01157']
POSTGASTRECTOMY;['00779']
MILK;['00002', '00005', '00034', '00456', '00616', '00714', '00714', '00714', '00714', '00756', '00756']
PROVEN;['00185', '00234', '00286', '00297', '00413', '00491', '00492', '00582', '00616', '00871', '01164', '01224']
CONSULTED;['01098']
ACIDIC;['00410', '00496', '00496', '00737', '00892', '00895', '00895', '00895', '00895', '00895', '01120', '01139', '01139', '01139', '01139']
STUDENTS;['00107', '00689']
MONOSPECIFIC;['01236']
THIOL;['01055']
KERATIN;['00119', '00294']
CROSSLEY;['00930', '01128', '01131']
INVALUABLE;['00003']
MALNOURISHED;['00002', '00145', '00272', '00272', '00272', '01113', '01113', '01113']
TRENDS;['00242']
HUMAN;['00018', '00018', '00018', '00018', '00018', '00035', '00044', '00055', '00072', '00072', '00072', '00072', '00104', '00114', '00117', '00123', '00124', '00143', '00171', '00263', '00263', '00270', '00296', '00306', '00306', '00313', '00345', '00367', '00371', '00374', '00394', '00398', '00400', '00400', '00401', '00401', '00405', '00437', '00439', '00439', '00439', '00442', '00447', '00453', '00497', '00497', '00502', '00523', '00528', '00530', '00572', '00574', '00576', '00589', '00589', '00589', '00592', '00625', '00635', '00635', '00636', '00652', '00652', '00669', '00676', '00709', '00710', '00710', '00738', '00748', '00749', '00765', '00777', '00779', '00788', '00829', '00840', '00840', '00840', '00840', '00860', '00860', '00868', '00868', '00868', '00868', '00874', '00881', '00890', '00951', '00955', '00973', '01008', '01029', '01030', '01031', '01079', '01136', '01145', '01196', '01200', '01202', '01203', '01204', '01207', '01218', '01221', '01230']
OSCILLATORY;['00047']
FUNGAL;['00188', '00188', '00369', '01112']
PATS;['00155']
ENDSTAGE;['00701']
COINCIDED;['01037']
PREDICTABLE;['00686']
PERICARDIUM;['01217']
APPROACHES;['00014', '00014', '00014', '00197', '00264', '00360', '00360', '00370', '00427', '00547', '00581', '00612', '00661', '00824', '00824', '01041', '01156']
PROBAND;['00469', '00902']
PERTURBANTS;['00441']
CARCINOEMBRYONIC;['00219', '00553']
ACTIVE;['00001', '00023', '00111', '00125', '00200', '00238', '00256', '00321', '00331', '00374', '00397', '00397', '00408', '00556', '00563', '00563', '00572', '00680', '00699', '00738', '00749', '00749', '00764', '00765', '00862', '00864', '00879', '00951', '00966', '00994', '01059', '01068', '01090', '01092', '01120', '01136', '01185', '01202', '01221']
GRADIENTS;['00155', '00534', '00841']
PTERONYSSINUS;['00631', '00631', '00812']
APPROXIMATE;['00803']
MEDIUM;['00023', '00106', '00106', '00108', '00212', '00235', '00235', '00235', '00235', '00236', '00236', '00300', '00312', '00312', '00411', '00411', '00424', '00484', '00484', '00504', '00548', '00563', '00563', '00568', '00575', '00622', '00636', '00636', '00646', '00646', '00646', '00655', '00655', '00655', '00655', '00737', '00741', '00741', '00766', '00766', '00766', '00887', '00892', '00892', '00892', '00892', '01030', '01044', '01157', '01207', '01236']
CHASE;['00919']
PLASMID;['00086', '00086', '00086', '00086', '00086', '00086']
RESIDE;['00130', '00305']
MEASURES;['00205', '00331', '00333', '00448', '00517', '00546', '00674', '00762', '00767', '00804', '00806', '01020', '01020', '01049', '01083', '01234']
WRINKLED;['00294']
SLOW;['00194', '00213', '00365', '00501', '00531', '00665', '00665', '01153']
FIBERS;['00100', '00257', '00257', '00257', '00257']
PERMITTING;['00307', '00693', '00693']
INDEXED;['00520', '00751', '00751']
BIOGEL;['00749', '00749', '00749', '00749', '00892']
DIET;['00030', '00073', '00097', '00101', '00126', '00153', '00153', '00153', '00181', '00212', '00212', '00220', '00220', '00251', '00333', '00417', '00424', '00424', '00426', '00426', '00510', '00612', '00660', '00688', '00693', '00797', '00813', '00813', '00813', '00813', '00816', '00816', '00816', '00816', '00816', '00816', '00933', '00935', '01037', '01037', '01080', '01087', '01087', '01101', '01115', '01155', '01155', '01155', '01155', '01155', '01155', '01155']
ACETAMINOPHEN;['00694', '00694', '00694']
CHAMBERS;['01208']
NURSERIES;['00110', '01051']
THICKSECRETION;['00398']
VITAL;['00144', '00193', '00227', '00242', '00299', '00323', '00323', '00368', '00368', '00368', '00368', '00368', '00368', '00372', '00372', '00372', '00372', '00373', '00416', '00519', '00519', '00587', '00597', '00674', '00674', '00736', '00803', '00803', '00842', '00843', '00844', '01003', '01006', '01047', '01067', '01067', '01079', '01149', '01212']
REFLECTS;['00008', '00278', '00732', '00899', '00959', '00964']
ENSURE;['00315', '00452', '00693', '00774', '01084', '01123', '01155']
UNIFYING;['00370', '00430', '00441']
BLAND;['00025', '00573']
EXAMPLES;['00098', '00450', '00620', '00701', '01087', '01223']
ALTERNATIVE;['00281', '00302', '00482', '00507', '00689', '00689', '00689', '00812', '00831', '00902', '00919', '00919', '00945', '01074', '01074', '01074', '01167', '01204']
POSTNEONATAL;['00649', '00659']
GRAPHING;['00258']
MULTIMYSTERY;['00398']
ELECTROSTATIC;['00511', '00868']
PROVISION;['00043', '00043', '00334', '00511']
UNALTERED;['00528', '00578']
KALLIDIN;['00891']
STAPHYLOCOCCUS;['00008', '00061', '00061', '00062', '00062', '00062', '00086', '00135', '00160', '00179', '00271', '00300', '00505', '00550', '00668', '00718', '00745', '00860', '00860', '00887', '00892', '00905', '00905', '00922', '00923', '00986', '01077', '01112', '01143']
GROSSLY;['00024', '00300', '00357', '00402', '00486', '00528', '00615']
APPROACH;['00071', '00077', '00077', '00117', '00126', '00258', '00299', '00435', '00435', '00450', '00532', '00538', '00542', '00545', '00610', '00627', '00641', '00641', '00703', '00746', '00746', '00791', '00849', '00882', '00885', '00941', '00943', '00990', '01045', '01096', '01104', '01223']
DBAJCRI;['00745']
THIRTY;['00229', '00354']
NATIONAL;['00060', '00185', '00188', '00334', '00557', '00557', '00559', '00671', '01043', '01091', '01198']
ELEMENTAL;['00220', '00567', '01037', '01037']
FORBIDDING;['00504']
WHITECELL;['00118', '00118']
DENGUE;['00779']
RADIOSOTOPIC;['00814']
SLOWSTOPPED;['00201']
ASSIGNS;['00368', '00952']
RICINOLEIC;['01016']
HEADINGS;['00490', '00516', '01087']
MONOMER;['00675']
HYSTIOCYTOSIS;['00768']
HEATSTABLE;['00080', '00114']
MEDICOGENETIC;['00162']
SIZABLE;['00998']
REESTABLISH;['00632']
HEMATOLOGIC;['00648', '00676', '00676', '00676']
AGES;['00043', '00097', '00160', '00170', '00244', '00259', '00297', '00353', '00373', '00429', '00598', '00660', '00722', '00897', '00901', '01020', '01051', '01051', '01051']
ILLUSTRATIONS;['00072']
AMMONIUM;['00530']
CHOLESTASIS;['00174', '00174', '00266', '00266', '00355', '00423', '00423', '00423', '00423', '00994', '00994']
MODERATELY;['00055', '00477', '00644', '00751', '00781', '00863', '00965', '00982', '01042']
RACES;['00039', '00719']
DELAY;['00148', '00333', '00377', '00822', '01116']
ANTIDIURETIC;['00684', '00694']
ANGIOGRAPHY;['00698']
PULMONARY;['00015', '00016', '00017', '00017', '00018', '00022', '00024', '00027', '00027', '00027', '00048', '00050', '00057', '00057', '00061', '00063', '00064', '00064', '00089', '00090', '00093', '00093', '00095', '00096', '00100', '00100', '00100', '00100', '00100', '00144', '00155', '00155', '00155', '00159', '00166', '00185', '00185', '00187', '00189', '00189', '00189', '00192', '00195', '00200', '00210', '00238', '00238', '00241', '00267', '00295', '00307', '00314', '00316', '00316', '00317', '00323', '00323', '00326', '00333', '00347', '00348', '00348', '00349', '00349', '00359', '00362', '00368', '00370', '00370', '00370', '00372', '00372', '00372', '00372', '00388', '00392', '00427', '00429', '00430', '00432', '00432', '00437', '00438', '00438', '00446', '00446', '00446', '00458', '00460', '00460', '00472', '00472', '00473', '00473', '00473', '00473', '00475', '00490', '00498', '00499', '00501', '00502', '00505', '00505', '00510', '00537', '00543', '00543', '00543', '00546', '00546', '00546', '00552', '00582', '00585', '00597', '00598', '00599', '00599', '00604', '00605', '00605', '00606', '00611', '00611', '00611', '00613', '00629', '00629', '00653', '00653', '00661', '00661', '00673', '00674', '00684', '00684', '00684', '00696', '00703', '00703', '00714', '00724', '00730', '00731', '00731', '00745', '00745', '00751', '00753', '00753', '00756', '00757', '00768', '00768', '00783', '00784', '00800', '00800', '00803', '00803', '00803', '00804', '00842', '00844', '00844', '00844', '00859', '00865', '00875', '00882', '00885', '00889', '00890', '00890', '00890', '00903', '00903', '00904', '00905', '00907', '00914', '00915', '00915', '00924', '00948', '00948', '00955', '00955', '00964', '00985', '00986', '00987', '00987', '00987', '00988', '00988', '00989', '01000', '01000', '01003', '01003', '01003', '01003', '01004', '01004', '01004', '01015', '01017', '01037', '01039', '01039', '01042', '01045', '01045', '01046', '01046', '01047', '01047', '01047', '01062', '01063', '01071', '01071', '01073', '01092', '01095', '01098', '01104', '01105', '01109', '01109', '01110', '01112', '01112', '01112', '01118', '01131', '01132', '01151', '01151', '01151', '01151', '01151', '01151', '01151', '01170', '01171', '01171', '01186', '01188', '01195', '01197', '01212', '01214', '01216', '01228', '01234', '01234']
